!
!Date: 01/22/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
PMR1	YGL167C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2014-04-04	Scharff-Poulsen P and Pedersen PA (2013) PMID:24124599
YIP1	YGR172C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Yang X, et al. (1998) PMID:9724632
SVP26	YHR181W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Inadome H, et al. (2005) PMID:16107716
GVP36	YIL041W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Inadome H, et al. (2005) PMID:16107716
NEO1	YIL048W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Hua Z and Graham TR (2003) PMID:12960419
SYS1	YJL004C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Votsmeier C and Gallwitz D (2001) PMID:11726510
TOR1	YJR066W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Chen EJ and Kaiser CA (2003) PMID:12719473
COY1	YKL179C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2020-01-10	Anderson NS and Barlowe C (2019) PMID:31073031
COY1	YKL179C	located in	GO:0000139	Golgi membrane	cellular component		IGI with GOS1	manually curated	SGD	2018-04-26	Gillingham AK, et al. (2002) PMID:12429822
SAC1	YKL212W	located in	GO:0000139	Golgi membrane	cellular component		IMP	manually curated	SGD	2022-08-26	Faulhammer F, et al. (2005) PMID:15657391
SAC1	YKL212W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Faulhammer F, et al. (2005) PMID:15657391
SAC1	YKL212W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Whitters EA, et al. (1993) PMID:8314848
GMH1	YKR030W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Chantalat S, et al. (2003) PMID:12808035
TVP38	YKR088C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Inadome H, et al. (2005) PMID:16107716
RIC1	YLR039C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Siniossoglou S, et al. (2000) PMID:10990452
EMP46	YLR080W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Sato K and Nakano A (2002) PMID:12134087
ERV41	YML067C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Otte S, et al. (2001) PMID:11157978
TVP18	YMR071C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Inadome H, et al. (2005) PMID:16107716
SEC14	YMR079W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Skinner HB, et al. (1995) PMID:7816798
VTI1	YMR197C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Lupashin VV, et al. (1997) PMID:9398683
GOT1	YMR292W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Conchon S, et al. (1999) PMID:10406798
LST8	YNL006W	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Chen EJ and Kaiser CA (2003) PMID:12719473
YIF1	YNL263C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Matern H, et al. (2000) PMID:10970842
ATX2	YOR079C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Lin SJ and Culotta VC (1996) PMID:8887660
RUD3	YOR216C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2014-03-28	Gillingham AK, et al. (2004) PMID:15504911
KES1	YPL145C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Li X, et al. (2002) PMID:11916983
SYT1	YPR095C	located in	GO:0000139	Golgi membrane	cellular component		IDA	manually curated	SGD	2013-10-10	Chen KY, et al. (2010) PMID:20841378
GLD1	YPR109W	located in	GO:0000139	Golgi membrane	cellular component		ISM	manually curated	SGD	2022-08-26	Yang X, et al. (2018) PMID:29355480
