!
!Date: 01/04/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
YDL124W	YDL124W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
RDI1	YDL135C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
RGT2	YDL138W	is active in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2021-12-15	Ozcan S, et al. (1996) PMID:8901598
RGT2	YDL138W	located in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2013-08-07	Ozcan S, et al. (1996) PMID:8901598
ENT1	YDL161W	located in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2019-08-17	Tanner N, et al. (2019) PMID:31370222
SNF3	YDL194W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Marshall-Carlson L, et al. (1990) PMID:2406560
SNF3	YDL194W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2014-04-04	Scharff-Poulsen P and Pedersen PA (2013) PMID:24124599
FMP45	YDL222C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
HBT1	YDL223C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
SSB1	YDL229W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
SNQ2	YDR011W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Navarre C, et al. (2002) PMID:12469340
PST2	YDR032C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
MRH1	YDR033W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Navarre C, et al. (2002) PMID:12469340
MRH1	YDR033W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
MRH1	YDR033W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Wu K, et al. (2000) PMID:10675524
CPP3	YDR034W-B	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2024-01-08	Giolito ML, et al. (2024) PMID:38159851
ENA5	YDR038C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
ENA5	YDR038C	located in	GO:0005886	plasma membrane	cellular component		ISS with ENA1	manually curated	SGD	2014-10-02	Wieland J, et al. (1995) PMID:7664728
ENA2	YDR039C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Wieland J, et al. (1995) PMID:7664728
ENA1	YDR040C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Benito B, et al. (1997) PMID:9315618
ENA1	YDR040C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Wieland J, et al. (1995) PMID:7664728
ENA1	YDR040C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
TPI1	YDR050C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
PST1	YDR055W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Pardo M, et al. (2004) PMID:15583168
ILT1	YDR090C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2018-07-27	Higgins DA, et al. (2018) PMID:30045857
DNF2	YDR093W	is active in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2021-10-29	Jain BK, et al. (2020) PMID:33060204
DNF2	YDR093W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Hua Z, et al. (2002) PMID:12221123
DNF2	YDR093W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Pomorski T, et al. (2003) PMID:12631737
BMH2	YDR099W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
STE5	YDR103W	located in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2013-08-07	Garrenton LS, et al. (2006) PMID:16847350
KIN1	YDR122W	located in	GO:0005886	plasma membrane	cellular component		IPI with SRO7	manually curated	SGD	2013-08-07	Elbert M, et al. (2005) PMID:15563607
SAC6	YDR129C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-20	Tkach JM, et al. (2012) PMID:22842922
HOM2	YDR158W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
SSY1	YDR160W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Klasson H, et al. (1999) PMID:10409731
SSY1	YDR160W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2014-04-04	Scharff-Poulsen P and Pedersen PA (2013) PMID:24124599
SEC1	YDR164C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Scott BL, et al. (2004) PMID:15466482
MSS4	YDR208W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Homma K, et al. (1998) PMID:9624177
MSS4	YDR208W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2017-05-30	Ling Y, et al. (2012) PMID:22562153
CPP2	YDR210W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2024-01-08	Giolito ML, et al. (2024) PMID:38159851
TCP1	YDR212W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
PMP3	YDR276C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Navarre C and Goffeau A (2000) PMID:10835350
GIC2	YDR309C	located in	GO:0005886	plasma membrane	cellular component		IGI with CDC25	manually curated	SGD	2013-08-07	Orlando K, et al. (2008) PMID:18387956
HXT7	YDR342C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Navarre C, et al. (2002) PMID:12469340
HXT7	YDR342C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
HXT7	YDR342C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Krampe S and Boles E (2002) PMID:11904149
HXT6	YDR343C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
HXT3	YDR345C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2014-04-04	Scharff-Poulsen P and Pedersen PA (2013) PMID:24124599
HXT3	YDR345C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Spira F, et al. (2012) PMID:22544065
ATO3	YDR384C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Guaragnella N and Butow RA (2003) PMID:12966084
HKR1	YDR420W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Yabe T, et al. (1996) PMID:8550469
PFA5	YDR459C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Ohno Y, et al. (2006) PMID:16647879
STP1	YDR463W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Tumusiime S, et al. (2011) PMID:21127045
ITR1	YDR497C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Miyashita M, et al. (2003) PMID:16233524
ITR1	YDR497C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-20	Tkach JM, et al. (2012) PMID:22842922
SPS2	YDR522C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
STL1	YDR536W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Ferreira C, et al. (2005) PMID:15703210
PMP2	YEL017C-A	is active in	GO:0005886	plasma membrane	cellular component		IGI with PMP1	manually curated	SGD	2021-11-16	Navarre C, et al. (1994) PMID:8063750
FRD1	YEL047C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
CAN1	YEL063C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Malinska K, et al. (2004) PMID:15536122
GPA2	YER020W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2019-11-14	Huang S, et al. (2019) PMID:31690628
GPA2	YER020W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
GPA2	YER020W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Harashima T and Heitman J (2005) PMID:16030250
CAJ1	YER048C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2020-09-03	Dobriyal N, et al. (2020) PMID:32777224
FCY2	YER056C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-20	Tkach JM, et al. (2012) PMID:22842922
FCY2	YER056C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Grandier-Vazeille X, et al. (1993) PMID:8267570
FCY21	YER060W	located in	GO:0005886	plasma membrane	cellular component		ISA with FCY2	manually curated	SGD	2014-10-02	Paluszynski JP, et al. (2006) PMID:16845689
FCY22	YER060W-A	located in	GO:0005886	plasma membrane	cellular component		ISA with FCY2	manually curated	SGD	2014-10-02	Paluszynski JP, et al. (2006) PMID:16845689
MET6	YER091C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
TSC11	YER093C	is active in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2022-02-14	Martinez Marshall MN, et al. (2019) PMID:30969890
SHO1	YER118C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-12-13	Reiser V, et al. (2000) PMID:10980703
SCS2	YER120W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2015-01-23	Weber-Boyvat M, et al. (2015) PMID:25420878
YCK3	YER123W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Wang X, et al. (1996) PMID:8816449
RSP5	YER125W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
DDI1	YER143W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Lustgarten V and Gerst JE (1999) PMID:10330187
FTR1	YER145C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Yun CW, et al. (2000) PMID:10748025
FTR1	YER145C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Kwok EY, et al. (2006) PMID:16700543
BEM2	YER155C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Knaus M, et al. (2007) PMID:17914457
DNF1	YER166W	is active in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2021-10-29	Jain BK, et al. (2020) PMID:33060204
DNF1	YER166W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Hua Z, et al. (2002) PMID:12221123
DNF1	YER166W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Pomorski T, et al. (2003) PMID:12631737
BMH1	YER177W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
PUG1	YER185W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Protchenko O, et al. (2008) PMID:18326586
SEC4	YFL005W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
HSP12	YFL014W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
HSP12	YFL014W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Welker S, et al. (2010) PMID:20797624
HSP12	YFL014W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Sales K, et al. (2000) PMID:10675505
STE2	YFL026W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2022-08-26	Blumer KJ, et al. (1988) PMID:2839507
ALR2	YFL050C	located in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2013-08-07	MacDiarmid CW and Gardner RC (1998) PMID:9430719
PTR3	YFR029W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2022-08-25	Klasson H, et al. (1999) PMID:10409731
PMA1	YGL008C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
PMA1	YGL008C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Bagnat M, et al. (2001) PMID:11739806
PMA1	YGL008C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Navarre C, et al. (2002) PMID:12469340
MST27	YGL051W	located in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2013-08-07	Poirey R, et al. (2002) PMID:12101299
PRM8	YGL053W	located in	GO:0005886	plasma membrane	cellular component		IMP	manually curated	SGD	2013-08-07	Poirey R, et al. (2002) PMID:12101299
HNM1	YGL077C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2024-08-15	Fernández-Murray JP, et al. (2013) PMID:24187140
MIY3	YGL082W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
MIY3	YGL082W	is active in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2025-01-13	Weng F, et al. (2025) PMID:39798877
GUP1	YGL084C	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2013-08-07	Bleve G, et al. (2005) PMID:15813700
