!
!Date: 01/04/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
NOP8 60s ribosome pre-assembly complex	CPX-1421	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Rosado IV, et al. (2007) PMID:17145778
TEL2-TTI1-TTI2 complex	CPX-1422	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Goto GH, et al. (2017) PMID:28827813
CMG-Pol epsilon complex	CPX-1556	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-05-04	Langston LD, et al. (2014) PMID:25313033
Nucleosome, variant HTA2-HTB2	CPX-1610	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	White CL, et al. (2001) PMID:11566884
Nucleosome, variant HTA2-HTB1	CPX-1611	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	White CL, et al. (2001) PMID:11566884
Nucleosome, variant HTA1-HTB1	CPX-1612	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	White CL, et al. (2001) PMID:11566884
Nucleosome, variant HTZ1-HTB1	CPX-1613	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Jackson JD and Gorovsky MA (2000) PMID:11000274
Nucleosome, variant HTZ1-HTB2	CPX-1614	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Jackson JD and Gorovsky MA (2000) PMID:11000274
tRNA (adenine(58)-N(1))-methyltransferase complex	CPX-1631	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2020-10-20	Calvo O, et al. (1999) PMID:10330157
Transcription factor TFIIA complex	CPX-1633	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Ranish JA, et al. (1992) PMID:1546313
GINS complex	CPX-1641	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Grabowska E, et al. (2014) PMID:24628792
General transcription factor complex TFIID	CPX-1642	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-12-12	Sanders SL, et al. (2002) PMID:12138208
General transcription factor TFIIIC complex	CPX-1656	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Arrebola R, et al. (1998) PMID:9418847
Nuclear cap-binding complex	CPX-1657	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2017-12-07	Das B, et al. (2000) PMID:10733586
General transcription factor complex TFIIE	CPX-1658	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Grünberg S, et al. (2012) PMID:22751016
SPT4-SPT5 transcription elongation factor complex	CPX-1661	located in	GO:0005634	nucleus	cellular component		IPI	manually curated	ComplexPortal	2014-10-16	Crickard JB, et al. (2016) PMID:26945063
Negative cofactor 2 transcriptional regulator complex	CPX-1662	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Geisberg JV, et al. (2001) PMID:11283253
CYC8-TUP1 corepressor complex	CPX-1663	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2019-11-01	Tzamarias D and Struhl K (1995) PMID:7705659
DNA-directed RNA Polymerase I complex	CPX-1664	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2017-12-06	Bordi L, et al. (2001) PMID:11251085
DNA ligase IV complex	CPX-1665	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2018-01-10	Tseng HM and Tomkinson AE (2004) PMID:15342630
MutLalpha endonuclease complex	CPX-1666	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2019-11-01	Wang TF, et al. (1999) PMID:10570173
MutLbeta endonuclease complex	CPX-1667	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Wang TF, et al. (1999) PMID:10570173
MLH1-MLH3 endonuclease complex	CPX-1668	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Wang TF, et al. (1999) PMID:10570173
Replication fork protection complex	CPX-1673	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Mohanty BK, et al. (2006) PMID:16418273
Histone acetyltransferase B	CPX-1682	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2017-08-10	Poveda A, et al. (2004) PMID:14761951
CBK1-MOB2 kinase complex	CPX-1684	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2020-01-30	Colman-Lerner A, et al. (2001) PMID:11747810
Ku70:Ku80 complex	CPX-1732	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2025-03-19	Milne GT, et al. (1996) PMID:8754818
NOP14-NOC4 complex	CPX-1735	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Vincent NG, et al. (2018) PMID:29054886
Rad17-Mec3-Ddc1 checkpoint clamp complex	CPX-1806	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-09	Majka J and Burgers PM (2003) PMID:12604797
DNA replication factor C complex, RAD24 variant	CPX-1807	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Majka J and Burgers PM (2003) PMID:12604797
MER2-MEI4-REC114 meiotic recombination initiation complex	CPX-1809	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-02-05	Li J, et al. (2006) PMID:16783010
NuA3 histone acetyltransferase complex	CPX-1810	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-05-24	Taverna SD, et al. (2006) PMID:17157260
RNA polymerase I core factor complex	CPX-1836	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Knutson BA, et al. (2014) PMID:25132180
RPD3S histone deacetylase complex	CPX-1851	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-02-13	Kadosh D and Struhl K (1998) PMID:9512514
RPD3L histone deacetylase complex	CPX-1852	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-02-13	Chen XF, et al. (2012) PMID:22177115
Nuclear mitotic cohesin complex	CPX-1867	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Haering CH, et al. (2002) PMID:11983169
MRX double-strand break repair complex	CPX-1872	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2019-09-20	Oh J, et al. (2016) PMID:27746018
HAP1 transcriptional repressor complex, SSA1 variant	CPX-1882	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-02-18	Lan C, et al. (2004) PMID:15102838
HAP1 transcriptional repressor complex, SSA2 variant	CPX-1883	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-09-03	Lan C, et al. (2004) PMID:15102838
RSC chromatin remodelling complex, variant RSC2	CPX-1888	is active in	GO:0005634	nucleus	cellular component		IC with chromatin remodeling	manually curated	SGD	2025-06-27	Amigo R, et al. (2023) PMID:37894925
COP9 signalosome complex	CPX-1894	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-05-21	Maytal-Kivity V, et al. (2002) PMID:12446563
Replication protein A complex	CPX-21	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2025-04-08	Lei KH, et al. (2021) PMID:34741010
Hpa2 acetyltransferase	CPX-2143	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Sampath V, et al. (2013) PMID:23775086
U1 small nuclear ribonucleoprotein complex	CPX-23	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-01-03	Seraphin B and Rosbash M (1989) PMID:2529976
U6 small nuclear ribonucleoprotein complex	CPX-24	located in	GO:0005634	nucleus	cellular component		IPI	manually curated	ComplexPortal	2025-03-28	Stevens SW, et al. (2001) PMID:11720284
U6 small nuclear ribonucleoprotein complex	CPX-24	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2016-04-01	Stevens SW, et al. (2001) PMID:11720284
U4/U6.U5 tri-small nuclear ribonucleoprotein complex	CPX-25	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2016-04-01	Stevens SW, et al. (2001) PMID:11720284
Kinetochore CCAN complex	CPX-2533	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2023-06-15	Zhang Z, et al. (2020) PMID:32976599
Nucleosome, variant HTA1-HTB2	CPX-2566	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	White CL, et al. (2001) PMID:11566884
U2 small nuclear ribonucleoprotein complex	CPX-26	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2016-04-01	Tardiff DF and Rosbash M (2006) PMID:16618970
DNA-directed RNA polymerase III complex	CPX-2660	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2017-12-18	Landrieux E, et al. (2006) PMID:16362040
DNA-directed RNA polymerase II complex	CPX-2662	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-12-05	Armache KJ, et al. (2003) PMID:12746495
[Cu-Zn] Superoxide dismutase complex	CPX-2896	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2025-03-19	Wood LK and Thiele DJ (2009) PMID:18977757
U5 small nuclear ribonucleoprotein complex	CPX-29	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2016-04-01	Stevens SW, et al. (2001) PMID:11720284
MCM complex	CPX-2944	is active in	GO:0005634	nucleus	cellular component		IC with DNA replication origin binding	manually curated	SGD	2025-06-27	Sánchez H, et al. (2023) PMID:37872142
CMG helicase complex	CPX-297	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-02-14	Langston LD, et al. (2014) PMID:25313033
U4 small nuclear ribonucleoprotein complex	CPX-31	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2015-01-22	Stevens SW, et al. (2001) PMID:11720284
NuA4 histone acetyltransferase complex	CPX-3155	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-05-24	Rossetto D, et al. (2014) PMID:24843044
Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex	CPX-3179	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Yang L, et al. (2006) PMID:17020915
EAF5-7-3 nucleosome disassembly/reassembly complex	CPX-3184	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Rossetto D, et al. (2014) PMID:24843044
U4/U6 small nuclear ribonucleoprotein complex	CPX-32	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2016-04-01	Stevens SW, et al. (2001) PMID:11720284
FACT complex	CPX-3215	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2025-09-22	Geisberg JV, et al. (2024) PMID:38748572
Core mediator complex	CPX-3226	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Tsai KL, et al. (2014) PMID:24882805
LAS1 RNA processome complex	CPX-3384	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Gasse L, et al. (2015) PMID:26638174
ATR-ATRIP DNA damage-sensing kinase complex	CPX-3621	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2018-09-10	DaSilva LF, et al. (2013) PMID:23934994
DNA replication factor C complex, ELG1 variant	CPX-422	located in	GO:0005634	nucleus	cellular component		IPI	manually curated	ComplexPortal	2024-11-19	Kubota T, et al. (2013) PMID:23499004
DNA replication factor C complex, ELG1 variant	CPX-422	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2016-06-22	Kubota T, et al. (2013) PMID:23499004
LSM2-8 complex	CPX-44	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2015-04-10	Spiller MP, et al. (2007) PMID:18029398
PCNA homotrimer	CPX-544	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Sundin BA, et al. (2004) PMID:15282802
ZZS complex	CPX-5442	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2025-09-11	Voelkel-Meiman K, et al. (2024) PMID:39405359
Ste12/Dig1/Dig2 transcription regulation complex	CPX-575	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Patury S, et al. (2009) PMID:19159085
Ste12/Dig1/Dig2 transcription regulation complex	CPX-575	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Tedford K, et al. (1997) PMID:9094309
Tec1/Ste12/Dig1 transcription regulation complex	CPX-576	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Patury S, et al. (2009) PMID:19159085
Tec1/Ste12/Dig1 transcription regulation complex	CPX-576	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Shock TR, et al. (2009) PMID:19218425
Tec1/Ste12/Dig1 transcription regulation complex	CPX-576	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Tedford K, et al. (1997) PMID:9094309
Nuclear/nucleolar exosome complex, DIS3-RRP6 variant	CPX-599	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2016-09-13	Allmang C, et al. (1999) PMID:10465791
Cytoplasmic exosome complex, DIS3 variant	CPX-603	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2016-09-13	Allmang C, et al. (1999) PMID:10465791
ADA complex	CPX-608	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-07-12	Lee KK, et al. (2011) PMID:21734642
ISW1b chromatin remodeling complex	CPX-636	is active in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2024-11-01	Huh WK, et al. (2003) PMID:14562095
ISW1b chromatin remodeling complex	CPX-636	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Matabishi-Bibi L, et al. (2022) PMID:36284099
ISW1a chromatin remodeling complex	CPX-637	is active in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2024-11-01	Huh WK, et al. (2003) PMID:14562095
ISW1a chromatin remodeling complex	CPX-637	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-01	Matabishi-Bibi L, et al. (2022) PMID:36284099
SLIK (SAGA-like) complex	CPX-675	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-07-12	Pray-Grant MG, et al. (2005) PMID:15647753
BOL2-GRX3 iron-sulfur cluster assembly complex	CPX-6864	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Talib EA and Outten CE (2021) PMID:32910989
BOL2-GRX4 iron-sulfur cluster assembly complex	CPX-6865	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Talib EA and Outten CE (2021) PMID:32910989
GRX4 iron-sulfur cluster assembly homodimer complex	CPX-6921	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Talib EA and Outten CE (2021) PMID:32910989
GRX3 iron-sulfur cluster assembly homodimer complex	CPX-6924	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Talib EA and Outten CE (2021) PMID:32910989
GRX7 iron-sulfur cluster assembly homodimer complex	CPX-6937	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Talib EA and Outten CE (2021) PMID:32910989
Nuclear origin recognition complex	CPX-768	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2017-11-14	Kawasaki Y, et al. (2006) PMID:16824194
RTG transcription factor complex	CPX-828	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Sekito T, et al. (2000) PMID:10848632
INO80 chromatin remodeling complex	CPX-863	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2018-03-01	Tosi A, et al. (2013) PMID:24034245
DBF4-dependent CDC7 kinase complex	CPX-867	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	ComplexPortal	2017-01-31	Matos J, et al. (2008) PMID:19013276
SBF transcription complex	CPX-946	located in	GO:0005634	nucleus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Baetz K and Andrews B (1999) PMID:10490612
MBP transcription complex	CPX-950	is active in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2024-11-05	Queralt E and Igual JC (2003) PMID:12697814
MBP transcription complex	CPX-950	is active in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2024-11-05	Kumar A, et al. (2002) PMID:11914276
REP1	R0020C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Ahn YT, et al. (1997) PMID:9393716
REP1	R0020C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Wu LC, et al. (1987) PMID:3542994
RAF1	R0030W	located in	GO:0005634	nucleus	cellular component		IC with plasmid maintenance	manually curated	SGD	2013-08-07	Murray JA, et al. (1987) PMID:2832156
REP2	R0040C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Ahn YT, et al. (1997) PMID:9393716
SSA1	YAL005C	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-19	Kumar A, et al. (2002) PMID:11914276
SSA1	YAL005C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Shulga N, et al. (1999) PMID:10347213
SWC3	YAL011W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
CYS3	YAL012W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-20	Tkach JM, et al. (2012) PMID:22842922
DEP1	YAL013W	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2022-11-11	Camougrand N, et al. (2022) PMID:36283334
NTG1	YAL015C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2014-01-29	Bauer NC, et al. (2013) PMID:24034606
NTG1	YAL015C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Griffiths LM, et al. (2009) PMID:19029246
NTG1	YAL015C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Alseth I, et al. (1999) PMID:10207101
TPD3	YAL016W	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Gentry MS and Hallberg RL (2002) PMID:12388751
FUN30	YAL019W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-19	Tkach JM, et al. (2012) PMID:22842922
FUN30	YAL019W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
SAW1	YAL027W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
PRP45	YAL032C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Martinkova K, et al. (2002) PMID:12359070
CLN3	YAL040C	located in	GO:0005634	nucleus	cellular component		IMP	manually curated	SGD	2013-08-07	Miller ME and Cross FR (2001) PMID:11509671
CLN3	YAL040C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Miller ME and Cross FR (2001) PMID:11509671
CLN3	YAL040C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Miller ME and Cross FR (2000) PMID:10611233
CLN3	YAL040C	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Edgington NP and Futcher B (2001) PMID:11792824
CDC24	YAL041W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-20	Tkach JM, et al. (2012) PMID:22842922
CDC24	YAL041W	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Shimada Y, et al. (2000) PMID:10655592
ECM1	YAL059W	located in	GO:0005634	nucleus	cellular component		IDA	manually curated	SGD	2013-08-07	Bassler J, et al. (2001) PMID:11583615
ECM1	YAL059W	located in	GO:0005634	nucleus	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
