!
!Date: 01/19/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
SCW4	YGR279C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
BGL2	YGR282C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Cappellaro C, et al. (1998) PMID:9748433
BGL2	YGR282C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Klebl F and Tanner W (1989) PMID:2509432
DSE2	YHR143W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Doolin MT, et al. (2001) PMID:11309124
FLO5	YHR211W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Bony M, et al. (1998) PMID:9483793
TIR3	YIL011W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
BAR1	YIL015W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2017-03-08	Moukadiri I, et al. (1999) PMID:10438739
SIM1	YIL123W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Velours G, et al. (2002) PMID:11958935
YPS6	YIR039C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
TDH1	YJL052W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2017-03-17	Delgado ML, et al. (2001) PMID:11158358
PRY3	YJL078C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2021-07-29	Cottier S, et al. (2020) PMID:32554483
PRY3	YJL078C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
PRY3	YJL078C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
CIS3	YJL158C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
CIS3	YJL158C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Moukadiri I, et al. (1999) PMID:10438739
HSP150	YJL159W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Kapteyn JC, et al. (1999) PMID:10209754
HSP150	YJL159W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yun DJ, et al. (1997) PMID:9192695
HSP150	YJL159W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
TOH1	YJL171C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
SAG1	YJR004C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
TDH2	YJR009C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Delgado ML, et al. (2001) PMID:11158358
JSN1	YJR091C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2016-01-07	Mitchell SF, et al. (2013) PMID:23222640
DAN1	YJR150C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Mrsa V, et al. (1999) PMID:10322008
DAN4	YJR151C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
CWP1	YKL096W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
CWP1	YKL096W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Kapteyn JC, et al. (1997) PMID:9335273
CWP2	YKL096W-A	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Breinig F and Schmitt MJ (2002) PMID:11956747
PIR3	YKL163W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yun DJ, et al. (1997) PMID:9192695
PIR3	YKL163W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
PIR1	YKL164C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yun DJ, et al. (1997) PMID:9192695
PIR1	YKL164C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
MCD4	YKL165C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Kalebina TS, et al. (2002) PMID:12023081
FLO10	YKR102W	located in	GO:0009277	fungal-type cell wall	cellular component		ISS with FLO1	manually curated	SGD	2014-10-02	Teunissen AW and Steensma HY (1995) PMID:7502576
SSA2	YLL024C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	López-Ribot JL and Chaffin WL (1996) PMID:8755907
AFB1	YLR040C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
NFG1	YLR042C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
CCW12	YLR110C	is active in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2022-01-14	Hamada K, et al. (1999) PMID:10383953
NCW2	YLR194C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
CTS1	YLR286C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Kuranda MJ and Robbins PW (1991) PMID:1918080
CTS1	YLR286C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Colman-Lerner A, et al. (2001) PMID:11747810
EXG1	YLR300W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Cappellaro C, et al. (1998) PMID:9748433
CCW14	YLR390W-A	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Moukadiri I, et al. (1997) PMID:9079899
CCW14	YLR390W-A	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Mrsă V, et al. (1997) PMID:9301021
CCW14	YLR390W-A	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
PLB2	YMR006C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
PLB2	YMR006C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
GAS3	YMR215W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
GAS3	YMR215W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
SCW10	YMR305C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
SCW10	YMR305C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Cappellaro C, et al. (1998) PMID:9748433
GAS1	YMR307W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
GAS1	YMR307W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Rolli E, et al. (2009) PMID:19793924
SUN4	YNL066W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Velours G, et al. (2002) PMID:11958935
YNL190W	YNL190W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
TOS6	YNL300W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
KRE1	YNL322C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Breinig F and Schmitt MJ (2002) PMID:11956747
EGT2	YNL327W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
AGA1	YNR044W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Roy A, et al. (1991) PMID:2072914
AGA1	YNR044W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Cappellaro C, et al. (1994) PMID:7957044
DSE4	YNR067C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Terashima H, et al. (2002) PMID:11935221
GAS5	YOL030W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Yin QY, et al. (2005) PMID:15781460
GAS5	YOL030W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
GAS4	YOL132W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
ZPS1	YOL154W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Terashima H, et al. (2002) PMID:11935221
HPF1	YOL155C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Horie T and Isono K (2001) PMID:11748726
TIR4	YOR009W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
SPR1	YOR190W	located in	GO:0009277	fungal-type cell wall	cellular component		IMP	manually curated	SGD	2013-08-07	Muthukumar G, et al. (1993) PMID:8419289
SPR2	YOR214C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
SRL1	YOR247W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Terashima H, et al. (2002) PMID:11935221
FIT2	YOR382W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
FIT3	YOR383C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
RNY1	YPL123C	is active in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2025-09-11	Minami A, et al. (2025) PMID:40294649
SPO19	YPL130W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Hamada K, et al. (1999) PMID:10383953
SVS1	YPL163C	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Terashima H, et al. (2002) PMID:11935221
ATH1	YPR026W	located in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2013-08-07	Jules M, et al. (2004) PMID:15128531
AWA1	YSC0042	is active in	GO:0009277	fungal-type cell wall	cellular component		IDA	manually curated	SGD	2021-09-17	Shimoi H, et al. (2002) PMID:11916725
FPG1	YSC0053	is active in	GO:0009277	fungal-type cell wall	cellular component		ISS with AWA1	manually curated	SGD	2021-09-20	Blasco L, et al. (2011) PMID:21425329
